iter	RMSE
256	0.7186566244
257	0.7186555373
258	0.7186546676
259	0.7186538704
260	0.7186530369
261	0.7186522397
262	0.7186514425
263	0.718650899
264	0.718649993
265	0.718649377
266	0.7186488697
267	0.7186482537
268	0.7186476014
269	0.7186468042
270	0.7186461519
271	0.7186456446
272	0.7186451735
273	0.7186447387
274	0.7186443038
275	0.718643869
276	0.7186434704
277	0.7186428906
278	0.7186425644
279	0.7186422021
280	0.7186418759
281	0.7186413686
282	0.7186410787
283	0.7186406076
284	0.7186404627
285	0.7186401365
286	0.7186398466
287	0.7186394118
288	0.7186391581
289	0.7186389769
290	0.7186387595
291	0.7186385783
292	0.7186383247
293	0.7186380348
294	0.7186377086
295	0.7186375999
296	0.718637455
297	0.7186372738
298	0.7186372013
299	0.7186368027
300	0.718636694
301	0.7186364765
302	0.7186365128
303	0.7186362954
304	0.7186361504
305	0.7186359692
306	0.718635788
307	0.7186355344
308	0.7186355344
309	0.7186354257
310	0.7186354619
311	0.7186354257
312	0.7186352445
313	0.7186349908
314	0.7186348821
315	0.7186347734
316	0.7186348096
317	0.7186346284
318	0.7186345197
319	0.7186345559
320	0.7186343748
321	0.7186343023
322	0.718634411
323	0.7186341936
324	0.7186341211
325	0.7186338312
326	0.7186339037
327	0.7186340124
328	0.7186339399
329	0.7186337225
330	0.7186339037
331	0.7186338674
332	0.7186338312
333	0.7186337587
334	0.7186335775
335	0.7186334688
336	0.7186334326
337	0.7186334688
338	0.7186335051
339	0.7186335051
340	0.7186333963
341	0.7186332876
342	0.7186332514
343	0.7186333601
344	0.7186333601
345	0.7186333239
346	0.7186331789
347	0.7186330702
348	0.718633034
349	0.7186329977
350	0.7186329615
351	0.7186329977
352	0.718633034
353	0.7186329977
354	0.718632889
355	0.718633034
356	0.7186329615
357	0.718632889
358	0.718632889
359	0.7186327803
360	0.7186327803
361	0.7186327441
362	0.7186326716
363	0.7186327803
364	0.7186327803
365	0.7186327803
366	0.7186328528
367	0.7186328528
368	0.7186328165
369	0.7186328165
370	0.7186328165
371	0.7186327441
372	0.7186327441
373	0.7186327078
374	0.7186326716
375	0.7186327078
376	0.7186326716
377	0.7186326353
378	0.7186326353
379	0.7186325629
380	0.7186325266
381	0.7186325991
382	0.7186325629
383	0.7186326353
384	0.7186326716
385	0.7186327078
386	0.7186327441
387	0.7186326716
388	0.7186327078
389	0.7186326716
390	0.7186326353
391	0.7186326353
392	0.7186325991
393	0.7186325991
394	0.7186325629
395	0.7186324904
396	0.7186325266
397	0.7186325629
398	0.7186324542
399	0.7186324904
400	0.7186324542
401	0.7186324542
402	0.7186324179
403	0.7186323817
404	0.7186323454
405	0.7186323817
406	0.7186323454
407	0.7186323454
408	0.718632273
409	0.7186323092
410	0.7186322367
411	0.7186322367
412	0.7186322367
413	0.7186322005
414	0.7186323092
415	0.718632273
416	0.7186323092
417	0.718632273
418	0.718632273
419	0.7186323092
420	0.718632273
421	0.7186322367
422	0.7186323817
423	0.7186324179
424	0.7186324542
425	0.7186324904
426	0.7186325629
427	0.7186325629
428	0.7186325991
429	0.7186325629
430	0.7186325629
431	0.7186325266
432	0.7186325266
433	0.7186324542
434	0.7186324542
435	0.7186324179
436	0.7186324179
437	0.7186324179
438	0.7186323817
439	0.7186323817
440	0.7186323817
441	0.7186324179
442	0.7186324542
443	0.7186324542
444	0.7186324542
445	0.7186324179
446	0.7186323817
447	0.7186323817
448	0.7186323454
449	0.7186323817
450	0.7186323817
451	0.7186324179
452	0.7186323817
453	0.7186323817
454	0.7186324179
455	0.7186324179
456	0.7186324179
457	0.7186324179
458	0.7186324179
459	0.7186324179
460	0.7186324179
461	0.7186324542
462	0.7186324904
463	0.7186324904
464	0.7186324904
465	0.7186324179
466	0.7186324179
467	0.7186324179
468	0.7186324179
469	0.7186323817
470	0.7186323817
471	0.7186323817
472	0.7186324179
473	0.7186323454
474	0.7186323454
475	0.7186323817
476	0.7186323817
477	0.7186324542
478	0.7186324542
479	0.7186324542
480	0.7186324542
481	0.7186324542
482	0.7186324542
483	0.7186324542
484	0.7186324542
485	0.7186324542
486	0.7186324542
487	0.7186324542
488	0.7186324542
489	0.7186324179
490	0.7186324179
491	0.7186323817
492	0.7186323817
493	0.7186324179
494	0.7186324179
495	0.7186324179
496	0.7186324542
497	0.7186324542
498	0.7186324542
499	0.7186324904
500	0.7186324542
501	0.7186324904
502	0.7186324542
503	0.7186324542
504	0.7186324904
505	0.7186324542
506	0.7186323817
507	0.7186324179
508	0.7186324542
509	0.7186324179
510	0.7186324542
511	0.7186323817
512	0.7186324179
513	0.7186324179
514	0.7186324179
515	0.7186324179
516	0.7186324179
517	0.7186324179
518	0.7186324179
519	0.7186324179
520	0.7186324179
521	0.7186324179
522	0.7186324542
523	0.7186324179
524	0.7186323817
525	0.7186323454
526	0.7186323454
527	0.7186323817
528	0.7186323817
529	0.7186323817
530	0.7186323817
531	0.7186323817
532	0.7186323817
533	0.7186323817
534	0.7186323454
535	0.7186323454
536	0.7186323454
537	0.7186323092
538	0.7186323092
539	0.7186323092
540	0.7186323092
541	0.7186323454
542	0.7186323454
543	0.718632273
544	0.718632273
545	0.7186322367
546	0.718632273
547	0.7186323092
548	0.7186323092
549	0.718632273
550	0.718632273
551	0.7186323454
552	0.718632273
553	0.718632273
554	0.718632273
555	0.718632273
556	0.7186323092
557	0.7186323092
558	0.7186323092
559	0.7186323092
560	0.7186323092
561	0.7186323092
562	0.7186323092
563	0.718632273
564	0.718632273
565	0.718632273
566	0.718632273
567	0.718632273
568	0.718632273
569	0.718632273
570	0.718632273
571	0.718632273
572	0.718632273
573	0.7186322367
574	0.7186322367
575	0.7186322367
576	0.7186322367
577	0.7186322367
578	0.7186322367
579	0.7186322005
580	0.7186322005
581	0.7186322005
582	0.7186322005
583	0.7186322005
584	0.7186322005
585	0.7186322005
586	0.7186322005
587	0.7186321643
588	0.7186322005
589	0.7186322005
590	0.7186322005
591	0.7186322005
592	0.7186322005
593	0.7186322005
594	0.7186322005
595	0.7186322005
596	0.7186322367
597	0.7186322005
598	0.7186322005
599	0.7186322005
600	0.7186322005
601	0.7186322005
602	0.718632128
603	0.718632128
604	0.718632128
605	0.7186321643
606	0.7186321643
607	0.7186321643
608	0.718632128
609	0.718632128
610	0.718632128
611	0.718632128
612	0.718632128
613	0.718632128
614	0.718632128
615	0.718632128
616	0.718632128
617	0.7186321643
618	0.7186321643
619	0.7186321643
620	0.7186321643
621	0.7186321643
622	0.7186321643
623	0.7186321643
624	0.7186321643
625	0.7186321643
626	0.7186321643
627	0.7186321643
628	0.7186322005
629	0.7186322005
630	0.7186321643
631	0.7186321643
632	0.7186321643
633	0.7186321643
634	0.7186321643
635	0.7186321643
636	0.7186321643
637	0.7186321643
638	0.7186321643
639	0.7186321643
640	0.718632128
641	0.718632128
642	0.718632128
643	0.718632128
644	0.718632128
645	0.7186321643
646	0.7186321643
647	0.7186321643
648	0.7186321643
649	0.7186321643
650	0.7186321643
651	0.7186321643
652	0.718632128
653	0.718632128
654	0.7186321643
655	0.718632128
656	0.718632128
657	0.7186321643
658	0.7186321643
659	0.7186321643
660	0.7186321643
661	0.7186321643
662	0.7186321643
663	0.7186321643
664	0.7186321643
665	0.7186321643
666	0.7186321643
667	0.7186321643
668	0.7186321643
669	0.7186321643
670	0.7186321643
671	0.7186321643
672	0.7186321643
673	0.7186321643
674	0.7186321643
675	0.7186321643
676	0.7186321643
677	0.7186321643
678	0.7186321643
679	0.7186321643
680	0.7186321643
681	0.7186321643
682	0.7186321643
683	0.7186321643
684	0.7186321643
685	0.7186321643
686	0.7186321643
687	0.7186321643
688	0.7186321643
689	0.7186321643
690	0.7186321643
691	0.7186321643
692	0.7186321643
693	0.7186321643
694	0.7186321643
695	0.7186321643
696	0.7186321643
697	0.7186321643
698	0.7186321643
699	0.7186321643
700	0.7186321643
701	0.7186321643
702	0.7186321643
703	0.7186321643
704	0.7186321643
705	0.7186321643
706	0.7186321643
707	0.7186321643
708	0.7186321643
709	0.7186321643
710	0.7186321643
711	0.7186321643
712	0.7186321643
713	0.7186321643
714	0.7186321643
715	0.7186321643
716	0.7186321643
717	0.7186321643
718	0.7186321643
719	0.7186321643
720	0.7186321643
721	0.7186321643
722	0.7186321643
723	0.7186321643
724	0.7186321643
725	0.7186321643
726	0.7186321643
727	0.7186321643
728	0.7186321643
729	0.7186321643
730	0.7186321643
731	0.7186321643
732	0.7186321643
733	0.7186321643
734	0.7186321643
735	0.7186321643
736	0.7186321643
737	0.7186321643
738	0.7186321643
739	0.7186321643
740	0.7186321643
741	0.7186321643
742	0.7186321643
743	0.7186321643
744	0.7186321643
745	0.7186321643
746	0.7186321643
747	0.7186321643
748	0.7186321643
749	0.7186321643
750	0.7186321643
751	0.7186321643
752	0.7186321643
753	0.7186321643
754	0.7186321643
755	0.7186321643
756	0.7186321643
757	0.7186321643
758	0.7186321643
759	0.7186321643
760	0.7186321643
761	0.7186321643
762	0.7186321643
763	0.7186321643
764	0.7186321643
765	0.7186321643
766	0.7186321643
767	0.7186321643
768	0.7186321643
769	0.7186321643
770	0.7186321643
771	0.7186321643
772	0.7186321643
773	0.7186321643
774	0.7186321643
775	0.7186321643
776	0.7186321643
777	0.7186321643
778	0.7186321643
779	0.7186321643
780	0.7186321643
781	0.7186321643
782	0.7186321643
783	0.7186321643
784	0.7186321643
785	0.7186321643
786	0.7186321643
787	0.7186321643
788	0.7186321643
789	0.7186321643
790	0.7186321643
791	0.7186321643
792	0.7186321643
793	0.7186321643
794	0.7186321643
795	0.7186321643
796	0.7186321643
797	0.7186321643
798	0.7186321643
799	0.7186321643
800	0.7186321643
801	0.7186321643
802	0.7186321643
803	0.7186321643
804	0.7186321643
805	0.7186321643
806	0.7186321643
807	0.7186321643
808	0.7186321643
809	0.7186321643
810	0.7186321643
811	0.7186321643
812	0.7186321643
813	0.7186321643
814	0.7186321643
815	0.7186321643
816	0.7186321643
817	0.7186321643
818	0.7186321643
819	0.7186321643
820	0.7186321643
821	0.7186321643
822	0.7186321643
823	0.7186321643
824	0.7186321643
825	0.7186321643
826	0.7186321643
827	0.7186321643
828	0.7186321643
829	0.7186321643
830	0.7186321643
831	0.7186321643
832	0.7186321643
833	0.7186321643
834	0.7186321643
835	0.7186321643
836	0.7186321643
837	0.7186321643
838	0.7186321643
839	0.7186321643
840	0.7186321643
841	0.7186321643
842	0.7186321643
843	0.7186321643
844	0.7186321643
845	0.7186321643
846	0.7186321643
847	0.7186321643
848	0.7186321643
849	0.7186321643
850	0.7186321643
851	0.7186321643
852	0.7186321643
853	0.7186321643
854	0.7186321643
855	0.7186321643
856	0.7186321643
857	0.7186321643
858	0.7186321643
859	0.7186321643
860	0.7186321643
861	0.7186321643
862	0.7186321643
863	0.7186321643
864	0.7186321643
865	0.7186321643
866	0.7186321643
867	0.7186321643
868	0.7186321643
869	0.7186321643
870	0.7186321643
871	0.7186321643
872	0.7186321643
873	0.7186321643
874	0.7186321643
875	0.7186321643
876	0.7186321643
877	0.7186321643
878	0.7186321643
879	0.7186321643
880	0.7186321643
881	0.7186321643
882	0.7186321643
883	0.7186321643
884	0.7186321643
885	0.7186321643
886	0.7186321643
887	0.7186321643
888	0.7186321643
889	0.7186321643
890	0.7186321643
891	0.7186321643
892	0.7186321643
893	0.7186321643
894	0.7186321643
895	0.7186321643
896	0.7186321643
897	0.7186321643
898	0.7186321643
899	0.7186321643
900	0.7186321643
901	0.7186321643
902	0.7186321643
903	0.7186321643
904	0.7186321643
905	0.7186321643
906	0.7186321643
907	0.7186321643
908	0.7186321643
909	0.7186321643
910	0.7186321643
911	0.7186321643
912	0.7186321643
913	0.7186321643
914	0.7186321643
915	0.7186321643
916	0.7186321643
917	0.7186321643
918	0.7186321643
919	0.7186321643
920	0.7186321643
921	0.7186321643
922	0.7186321643
923	0.7186321643
924	0.7186321643
925	0.7186321643
926	0.7186321643
927	0.7186321643
928	0.7186321643
929	0.7186321643
930	0.7186321643
931	0.7186321643
932	0.7186321643
933	0.7186321643
934	0.7186321643
935	0.7186321643
936	0.7186321643
937	0.7186321643
938	0.7186321643
939	0.7186321643
940	0.7186321643
941	0.7186321643
942	0.7186321643
943	0.7186321643
944	0.7186321643
945	0.7186321643
946	0.7186321643
947	0.7186321643
948	0.7186321643
949	0.7186321643
950	0.7186321643
951	0.7186321643
952	0.7186321643
953	0.7186321643
954	0.7186321643
955	0.7186321643
956	0.7186321643
957	0.7186321643
958	0.7186321643
959	0.7186321643
960	0.7186321643
961	0.7186321643
962	0.7186321643
963	0.7186321643
964	0.7186321643
965	0.7186321643
966	0.7186321643
967	0.7186321643
968	0.7186321643
969	0.7186321643
970	0.7186321643
971	0.7186321643
972	0.7186321643
973	0.7186321643
974	0.7186321643
975	0.7186321643
976	0.7186321643
977	0.7186321643
978	0.7186321643
979	0.7186321643
980	0.7186321643
981	0.7186321643
982	0.7186321643
983	0.7186321643
984	0.7186321643
985	0.7186321643
986	0.7186321643
987	0.7186321643
988	0.7186321643
989	0.7186321643
990	0.7186321643
991	0.7186321643
992	0.7186321643
993	0.7186321643
994	0.7186321643
995	0.7186321643
996	0.7186321643
997	0.7186321643
998	0.7186321643
999	0.7186321643
1000	0.7186321643
1001	0.7186321643
1002	0.7186321643
1003	0.7186321643
1004	0.7186321643
1005	0.7186321643
1006	0.7186321643
1007	0.7186321643
1008	0.7186321643
1009	0.7186321643
1010	0.7186321643
1011	0.7186321643
1012	0.7186321643
1013	0.7186321643
1014	0.7186321643
1015	0.7186321643
1016	0.7186321643
1017	0.7186321643
1018	0.7186321643
1019	0.7186321643
1020	0.7186321643
1021	0.7186321643
1022	0.7186321643
1023	0.7186321643
1024	0.7186321643
1025	0.7186321643
1026	0.7186321643
1027	0.7186321643
1028	0.7186321643
1029	0.7186321643
1030	0.7186321643
1031	0.7186321643
1032	0.7186321643
1033	0.7186321643
1034	0.7186321643
1035	0.7186321643
1036	0.7186321643
1037	0.7186321643
1038	0.7186321643
1039	0.7186321643
1040	0.7186321643
1041	0.7186321643
1042	0.7186321643
1043	0.7186321643
1044	0.7186321643
1045	0.7186321643
1046	0.7186321643
1047	0.7186321643
1048	0.7186321643
1049	0.7186321643
1050	0.7186321643
1051	0.7186321643
1052	0.7186321643
1053	0.7186321643
1054	0.7186321643
1055	0.7186321643
1056	0.7186321643
1057	0.7186321643
1058	0.7186321643
1059	0.7186321643
1060	0.7186321643
1061	0.7186321643
1062	0.7186321643
1063	0.7186321643
1064	0.7186321643
1065	0.7186321643
1066	0.7186321643
1067	0.7186321643
1068	0.7186321643
1069	0.7186321643
1070	0.7186321643
1071	0.7186321643
1072	0.7186321643
1073	0.7186321643
1074	0.7186321643
1075	0.7186321643
1076	0.7186321643
1077	0.7186321643
1078	0.7186321643
1079	0.7186321643
1080	0.7186321643
1081	0.7186321643
1082	0.7186321643
1083	0.7186321643
1084	0.7186321643
1085	0.7186321643
1086	0.7186321643
1087	0.7186321643
1088	0.7186321643
1089	0.7186321643
1090	0.7186321643
1091	0.7186321643
1092	0.7186321643
1093	0.7186321643
1094	0.7186321643
1095	0.7186321643
1096	0.7186321643
1097	0.7186321643
1098	0.7186321643
1099	0.7186321643
1100	0.7186321643
1101	0.7186321643
1102	0.7186321643
1103	0.7186321643
1104	0.7186321643
1105	0.7186321643
1106	0.7186321643
1107	0.7186321643
1108	0.7186321643
1109	0.7186321643
1110	0.7186321643
1111	0.7186321643
1112	0.7186321643
1113	0.7186321643
1114	0.7186321643
1115	0.7186321643
1116	0.7186321643
1117	0.7186321643
1118	0.7186321643
1119	0.7186321643
1120	0.7186321643
1121	0.7186321643
1122	0.7186321643
1123	0.7186321643
1124	0.7186321643
1125	0.7186321643
1126	0.7186321643
1127	0.7186321643
1128	0.7186321643
1129	0.7186321643
1130	0.7186321643
1131	0.7186321643
1132	0.7186321643
1133	0.7186321643
1134	0.7186321643
1135	0.7186321643
1136	0.7186321643
1137	0.7186321643
1138	0.7186321643
1139	0.7186321643
1140	0.7186321643
1141	0.7186321643
1142	0.7186321643
1143	0.7186321643
1144	0.7186321643
1145	0.7186321643
1146	0.7186321643
1147	0.7186321643
1148	0.7186321643
1149	0.7186321643
1150	0.7186321643
1151	0.7186321643
1152	0.7186321643
1153	0.7186321643
1154	0.7186321643
1155	0.7186321643
1156	0.7186321643
1157	0.7186321643
1158	0.7186321643
1159	0.7186321643
1160	0.7186321643
1161	0.7186321643
1162	0.7186321643
1163	0.7186321643
1164	0.7186321643
1165	0.7186321643
1166	0.7186321643
1167	0.7186321643
1168	0.7186321643
1169	0.7186321643
1170	0.7186321643
1171	0.7186321643
1172	0.7186321643
1173	0.7186321643
1174	0.7186321643
1175	0.7186321643
1176	0.7186321643
1177	0.7186321643
1178	0.7186321643
1179	0.7186321643
1180	0.7186321643
1181	0.7186321643
1182	0.7186321643
1183	0.7186321643
1184	0.7186321643
1185	0.7186321643
1186	0.7186321643
1187	0.7186321643
1188	0.7186321643
1189	0.7186321643
1190	0.7186321643
1191	0.7186321643
1192	0.7186321643
1193	0.7186321643
1194	0.7186321643
1195	0.7186321643
1196	0.7186321643
1197	0.7186321643
1198	0.7186321643
1199	0.7186321643
1200	0.7186321643
1201	0.7186321643
1202	0.7186321643
1203	0.7186321643
1204	0.7186321643
1205	0.7186321643
1206	0.7186321643
1207	0.7186321643
1208	0.7186321643
1209	0.7186321643
1210	0.7186321643
1211	0.7186321643
1212	0.7186321643
1213	0.7186321643
1214	0.7186321643
1215	0.7186321643
1216	0.7186321643
1217	0.7186321643
1218	0.7186321643
1219	0.7186321643
1220	0.7186321643
1221	0.7186321643
1222	0.7186321643
1223	0.7186321643
1224	0.7186321643
1225	0.7186321643
1226	0.7186321643
1227	0.7186321643
1228	0.7186321643
1229	0.7186321643
1230	0.7186321643
1231	0.7186321643
1232	0.7186321643
1233	0.7186321643
1234	0.7186321643
1235	0.7186321643
1236	0.7186321643
1237	0.7186321643
1238	0.7186321643
1239	0.7186321643
1240	0.7186321643
1241	0.7186321643
1242	0.7186321643
1243	0.7186321643
1244	0.7186321643
1245	0.7186321643
1246	0.7186321643
1247	0.7186321643
1248	0.7186321643
1249	0.7186321643
1250	0.7186321643
1251	0.7186321643
1252	0.7186321643
1253	0.7186321643
1254	0.7186321643
1255	0.7186321643
1256	0.7186321643
1257	0.7186321643
1258	0.7186321643
1259	0.7186321643
1260	0.7186321643
1261	0.7186321643
1262	0.7186321643
1263	0.7186321643
1264	0.7186321643
1265	0.7186321643
1266	0.7186321643
1267	0.7186321643
1268	0.7186321643
1269	0.7186321643
1270	0.7186321643
1271	0.7186321643
1272	0.7186321643
1273	0.7186321643
1274	0.7186321643
1275	0.7186321643
1276	0.7186321643
1277	0.7186321643
1278	0.7186321643
1279	0.7186321643
1280	0.7186321643
1281	0.7186321643
1282	0.7186321643
1283	0.7186321643
1284	0.7186321643
1285	0.7186321643
1286	0.7186321643
1287	0.7186321643
1288	0.7186321643
1289	0.7186321643
1290	0.7186321643
1291	0.7186321643
1292	0.7186321643
1293	0.7186321643
1294	0.7186321643
1295	0.7186321643
1296	0.7186321643
1297	0.7186321643
1298	0.7186321643
1299	0.7186321643
1300	0.7186321643
1301	0.7186321643
1302	0.7186321643
1303	0.7186321643
1304	0.7186321643
1305	0.7186321643
1306	0.7186321643
1307	0.7186321643
1308	0.7186321643
1309	0.7186321643
1310	0.7186321643
1311	0.7186321643
1312	0.7186321643
1313	0.7186321643
1314	0.7186321643
1315	0.7186321643
1316	0.7186321643
1317	0.7186321643
1318	0.7186321643
1319	0.7186321643
1320	0.7186321643
1321	0.7186321643
1322	0.7186321643
1323	0.7186321643
1324	0.7186321643
1325	0.7186321643
1326	0.7186321643
1327	0.7186321643
1328	0.7186321643
1329	0.7186321643
1330	0.7186321643
1331	0.7186321643
1332	0.7186321643
1333	0.7186321643
1334	0.7186321643
1335	0.7186321643
1336	0.7186321643
1337	0.7186321643
1338	0.7186321643
1339	0.7186321643
1340	0.7186321643
1341	0.7186321643
1342	0.7186321643
1343	0.7186321643
1344	0.7186321643
1345	0.7186321643
1346	0.7186321643
1347	0.7186321643
1348	0.7186321643
1349	0.7186321643
1350	0.7186321643
1351	0.7186321643
1352	0.7186321643
1353	0.7186321643
1354	0.7186321643
1355	0.7186321643
1356	0.7186321643
1357	0.7186321643
1358	0.7186321643
1359	0.7186321643
1360	0.7186321643
1361	0.7186321643
1362	0.7186321643
1363	0.7186321643
1364	0.7186321643
1365	0.7186321643
1366	0.7186321643
1367	0.7186321643
1368	0.7186321643
1369	0.7186321643
1370	0.7186321643
1371	0.7186321643
1372	0.7186321643
1373	0.7186321643
1374	0.7186321643
1375	0.7186321643
1376	0.7186321643
1377	0.7186321643
1378	0.7186321643
1379	0.7186321643
1380	0.7186321643
1381	0.7186321643
1382	0.7186321643
1383	0.7186321643
1384	0.7186321643
1385	0.7186321643
1386	0.7186321643
1387	0.7186321643
1388	0.7186321643
1389	0.7186321643
1390	0.7186321643
1391	0.7186321643
1392	0.7186321643
1393	0.7186321643
1394	0.7186321643
1395	0.7186321643
1396	0.7186321643
1397	0.7186321643
1398	0.7186321643
1399	0.7186321643
1400	0.7186321643
1401	0.7186321643
1402	0.7186321643
1403	0.7186321643
1404	0.7186321643
1405	0.7186321643
1406	0.7186321643
1407	0.7186321643
1408	0.7186321643
1409	0.7186321643
1410	0.7186321643
1411	0.7186321643
1412	0.7186321643
1413	0.7186321643
1414	0.7186321643
1415	0.7186321643
1416	0.7186321643
1417	0.7186321643
1418	0.7186321643
1419	0.7186321643
1420	0.7186321643
1421	0.7186321643
1422	0.7186321643
1423	0.7186321643
1424	0.7186321643
1425	0.7186321643
1426	0.7186321643
1427	0.7186321643
1428	0.7186321643
1429	0.7186321643
1430	0.7186321643
1431	0.7186321643
1432	0.7186321643
1433	0.7186321643
1434	0.7186321643
1435	0.7186321643
1436	0.7186321643
1437	0.7186321643
1438	0.7186321643
1439	0.7186321643
1440	0.7186321643
1441	0.7186321643
1442	0.7186321643
1443	0.7186321643
1444	0.7186321643
1445	0.7186321643
1446	0.7186321643
1447	0.7186321643
1448	0.7186321643
1449	0.7186321643
1450	0.7186321643
1451	0.7186321643
1452	0.7186321643
1453	0.7186321643
1454	0.7186321643
1455	0.7186321643
1456	0.7186321643
1457	0.7186321643
1458	0.7186321643
1459	0.7186321643
1460	0.7186321643
1461	0.7186321643
1462	0.7186321643
1463	0.7186321643
1464	0.7186321643
1465	0.7186321643
1466	0.7186321643
1467	0.7186321643
1468	0.7186321643
1469	0.7186321643
1470	0.7186321643
1471	0.7186321643
1472	0.7186321643
1473	0.7186321643
1474	0.7186321643
1475	0.7186321643
1476	0.7186321643
1477	0.7186321643
1478	0.7186321643
1479	0.7186321643
1480	0.7186321643
1481	0.7186321643
1482	0.7186321643
1483	0.7186321643
1484	0.7186321643
1485	0.7186321643
1486	0.7186321643
1487	0.7186321643
1488	0.7186321643
1489	0.7186321643
1490	0.7186321643
1491	0.7186321643
1492	0.7186321643
1493	0.7186321643
1494	0.7186321643
1495	0.7186321643
1496	0.7186321643
1497	0.7186321643
1498	0.7186321643
1499	0.7186321643
1500	0.7186321643
1501	0.7186321643
1502	0.7186321643
1503	0.7186321643
1504	0.7186321643
1505	0.7186321643
1506	0.7186321643
