iter	Passed	Remaining
1682	8012	34833
1683	8016	34826
1684	8020	34818
1685	8024	34810
1686	8029	34807
1687	8033	34800
1688	8037	34792
1689	8042	34787
1690	8047	34781
1691	8051	34773
1692	8054	34765
1693	8059	34761
1694	8063	34752
1695	8068	34748
1696	8074	34748
1697	8078	34740
1698	8082	34732
1699	8086	34724
1700	8091	34721
1701	8095	34713
1702	8099	34705
1703	8103	34696
1704	8108	34693
1705	8112	34686
1706	8117	34680
1707	8123	34681
1708	8127	34675
1709	8132	34671
1710	8136	34664
1711	8142	34662
1712	8147	34660
1713	8152	34654
1714	8157	34651
1715	8162	34649
1716	8167	34642
1717	8172	34641
1718	8177	34635
1719	8181	34630
1720	8188	34631
1721	8192	34625
1722	8196	34618
1723	8200	34611
1724	8206	34609
1725	8210	34602
1726	8214	34594
1727	8219	34591
1728	8223	34584
1729	8228	34579
1730	8232	34572
1731	8238	34570
1732	8242	34563
1733	8246	34555
1734	8252	34553
1735	8256	34546
1736	8260	34539
1737	8264	34532
1738	8269	34529
1739	8273	34522
1740	8278	34517
1741	8284	34515
1742	8288	34508
1743	8292	34501
1744	8297	34496
1745	8303	34496
1746	8307	34490
1747	8312	34484
1748	8317	34481
1749	8321	34474
1750	8325	34467
1751	8329	34459
1752	8335	34459
1753	8340	34454
1754	8344	34448
1755	8350	34448
1756	8354	34442
1757	8360	34439
1758	8365	34436
1759	8369	34430
1760	8375	34428
1761	8380	34427
1762	8385	34420
1763	8389	34414
1764	8393	34407
1765	8398	34404
1766	8402	34396
1767	8407	34389
1768	8411	34382
1769	8416	34379
1770	8420	34371
1771	8424	34364
1772	8429	34361
1773	8434	34354
1774	8438	34349
1775	8443	34345
1776	8448	34340
1777	8452	34333
1778	8456	34325
1779	8461	34322
1780	8465	34314
1781	8469	34307
1782	8473	34299
1783	8479	34297
1784	8483	34289
1785	8487	34281
1786	8491	34274
1787	8496	34271
1788	8500	34264
1789	8504	34257
1790	8510	34254
1791	8514	34247
1792	8518	34240
1793	8523	34235
1794	8529	34236
1795	8533	34229
1796	8537	34222
1797	8543	34221
1798	8548	34216
1799	8553	34215
1800	8559	34213
1801	8563	34206
1802	8567	34198
1803	8571	34191
1804	8576	34188
1805	8580	34180
1806	8584	34173
1807	8589	34168
1808	8593	34161
1809	8597	34154
1810	8602	34148
1811	8607	34146
1812	8611	34139
1813	8616	34131
1814	8620	34124
1815	8625	34121
1816	8629	34116
1817	8634	34108
1818	8639	34106
1819	8643	34099
1820	8649	34097
1821	8654	34094
1822	8658	34087
1823	8662	34081
1824	8666	34073
1825	8671	34070
1826	8676	34063
1827	8680	34056
1828	8686	34055
1829	8691	34051
1830	8695	34047
1831	8700	34040
1832	8705	34037
1833	8709	34031
1834	8713	34024
1835	8719	34021
1836	8723	34016
1837	8728	34013
1838	8736	34017
1839	8741	34015
1840	8745	34008
1841	8750	34005
1842	8755	33999
1843	8759	33991
1844	8763	33985
1845	8768	33982
1846	8772	33975
1847	8776	33967
1848	8782	33964
1849	8786	33957
1850	8790	33950
1851	8794	33943
1852	8799	33939
1853	8803	33932
1854	8807	33925
1855	8811	33918
1856	8817	33915
1857	8821	33908
1858	8825	33901
1859	8830	33899
1860	8835	33892
1861	8840	33889
1862	8845	33884
1863	8850	33882
1864	8854	33876
1865	8859	33869
1866	8863	33865
1867	8868	33858
1868	8872	33853
1869	8876	33845
1870	8882	33843
1871	8887	33839
1872	8892	33835
1873	8896	33830
1874	8901	33825
1875	8905	33818
1876	8910	33815
1877	8915	33809
1878	8919	33804
1879	8924	33798
1880	8929	33797
1881	8934	33789
1882	8938	33782
1883	8943	33780
1884	8947	33773
1885	8951	33765
1886	8955	33758
1887	8961	33756
1888	8965	33751
1889	8970	33746
1890	8975	33743
1891	8980	33737
1892	8984	33730
1893	8988	33723
1894	8994	33723
1895	8999	33719
1896	9003	33712
1897	9009	33711
1898	9013	33704
1899	9017	33697
1900	9021	33691
1901	9027	33690
1902	9031	33683
1903	9036	33677
1904	9041	33675
1905	9046	33668
1906	9050	33661
1907	9054	33654
1908	9059	33650
1909	9063	33643
1910	9067	33636
1911	9072	33633
1912	9076	33626
1913	9081	33621
1914	9085	33615
1915	9090	33611
1916	9095	33604
1917	9100	33601
1918	9105	33600
1919	9110	33593
1920	9114	33587
1921	9118	33580
1922	9123	33577
1923	9128	33571
1924	9132	33564
1925	9137	33561
1926	9141	33554
1927	9145	33547
1928	9149	33539
1929	9154	33536
1930	9159	33529
1931	9163	33522
1932	9167	33515
1933	9172	33511
1934	9176	33504
1935	9180	33496
1936	9185	33495
1937	9190	33488
1938	9194	33481
1939	9198	33475
1940	9204	33474
1941	9209	33469
1942	9213	33462
1943	9218	33459
1944	9223	33455
1945	9227	33448
1946	9231	33441
1947	9236	33437
1948	9240	33430
1949	9244	33423
1950	9250	33421
1951	9255	33419
1952	9260	33414
1953	9266	33414
1954	9271	33408
1955	9275	33402
1956	9279	33395
1957	9284	33391
1958	9289	33386
1959	9293	33379
1960	9298	33376
1961	9302	33369
1962	9306	33362
1963	9310	33355
1964	9316	33354
1965	9320	33347
1966	9324	33340
1967	9330	33338
1968	9335	33334
1969	9339	33327
1970	9343	33320
1971	9348	33317
1972	9353	33312
1973	9358	33308
1974	9363	33306
1975	9367	33299
1976	9371	33291
1977	9375	33284
1978	9380	33280
1979	9385	33274
1980	9389	33267
1981	9394	33263
1982	9398	33256
1983	9402	33249
1984	9406	33242
1985	9411	33239
1986	9415	33232
1987	9419	33225
1988	9424	33219
1989	9429	33215
1990	9433	33209
1991	9437	33202
1992	9443	33202
1993	9448	33197
1994	9452	33191
1995	9458	33189
1996	9462	33183
1997	9467	33178
1998	9471	33172
1999	9477	33171
2000	9482	33166
2001	9486	33158
2002	9490	33154
2003	9495	33147
2004	9499	33141
2005	9503	33135
2006	9509	33134
2007	9514	33128
2008	9518	33121
2009	9523	33117
2010	9527	33111
2011	9531	33104
2012	9535	33097
2013	9540	33093
2014	9544	33086
2015	9549	33081
2016	9553	33074
2017	9558	33071
2018	9562	33064
2019	9566	33057
2020	9572	33054
2021	9576	33047
2022	9581	33043
2023	9585	33039
2024	9591	33037
2025	9595	33030
2026	9599	33023
2027	9604	33020
2028	9609	33016
2029	9614	33012
2030	9619	33008
2031	9624	33004
2032	9629	32998
2033	9633	32991
2034	9638	32988
2035	9642	32983
2036	9647	32976
2037	9652	32973
2038	9657	32968
2039	9661	32964
2040	9666	32959
2041	9671	32953
2042	9675	32947
2043	9679	32940
2044	9685	32938
2045	9689	32931
2046	9693	32926
2047	9698	32920
2048	9704	32922
2049	9709	32915
2050	9713	32909
2051	9718	32906
2052	9722	32899
2053	9726	32893
2054	9731	32888
2055	9736	32883
2056	9741	32878
2057	9745	32874
2058	9751	32873
2059	9755	32866
2060	9759	32859
2061	9764	32855
2062	9769	32849
2063	9773	32843
2064	9777	32836
2065	9783	32835
2066	9787	32828
2067	9791	32822
2068	9796	32818
2069	9801	32812
2070	9805	32806
2071	9809	32800
2072	9814	32795
2073	9819	32790
2074	9824	32786
2075	9829	32785
2076	9834	32778
2077	9838	32774
2078	9842	32767
2079	9848	32766
2080	9853	32759
2081	9857	32753
2082	9862	32750
2083	9866	32743
2084	9870	32736
2085	9874	32730
2086	9880	32726
2087	9884	32720
2088	9888	32713
2089	9893	32709
2090	9898	32705
2091	9903	32701
2092	9907	32695
2093	9913	32693
2094	9917	32686
2095	9921	32679
2096	9926	32676
2097	9930	32670
2098	9934	32663
2099	9938	32656
2100	9944	32655
2101	9948	32648
2102	9953	32643
2103	9959	32642
2104	9963	32637
2105	9967	32630
2106	9973	32626
2107	9978	32622
2108	9982	32616
2109	9986	32609
2110	9991	32607
2111	9996	32601
2112	10000	32595
2113	10006	32593
2114	10010	32588
2115	10015	32582
2116	10019	32576
2117	10024	32572
2118	10028	32566
2119	10032	32559
2120	10037	32555
2121	10042	32549
2122	10046	32543
2123	10050	32536
2124	10055	32532
2125	10059	32526
2126	10063	32519
2127	10068	32512
2128	10073	32510
2129	10077	32504
2130	10081	32498
2131	10087	32494
2132	10091	32489
2133	10095	32482
2134	10100	32476
2135	10105	32473
2136	10109	32466
2137	10113	32459
2138	10118	32455
2139	10122	32449
2140	10126	32442
2141	10130	32436
2142	10136	32432
2143	10140	32425
2144	10144	32418
2145	10148	32412
2146	10153	32408
2147	10157	32403
2148	10161	32396
2149	10167	32395
2150	10171	32388
2151	10176	32382
2152	10181	32378
2153	10186	32374
2154	10190	32368
2155	10194	32362
2156	10200	32359
2157	10204	32354
2158	10209	32349
2159	10214	32346
2160	10219	32343
2161	10224	32339
2162	10230	32337
2163	10235	32333
2164	10239	32327
2165	10244	32321
2166	10249	32317
2167	10253	32311
2168	10257	32304
2169	10262	32300
2170	10266	32293
2171	10270	32287
2172	10274	32281
2173	10279	32277
2174	10284	32271
2175	10288	32264
2176	10292	32259
2177	10298	32256
2178	10302	32251
2179	10307	32245
2180	10312	32241
2181	10316	32235
2182	10320	32228
2183	10324	32222
2184	10329	32218
2185	10334	32212
2186	10338	32207
2187	10343	32204
2188	10348	32198
2189	10352	32192
2190	10357	32187
2191	10362	32185
2192	10367	32180
2193	10371	32174
2194	10377	32172
2195	10381	32165
2196	10385	32158
2197	10391	32156
2198	10395	32150
2199	10399	32143
2200	10403	32137
2201	10408	32134
2202	10412	32127
2203	10417	32121
2204	10421	32115
2205	10426	32111
2206	10430	32105
2207	10434	32098
2208	10440	32095
2209	10444	32091
2210	10449	32085
2211	10453	32078
2212	10458	32076
2213	10463	32070
2214	10467	32064
2215	10472	32060
2216	10476	32054
2217	10481	32047
2218	10485	32041
2219	10490	32039
2220	10495	32033
2221	10499	32026
2222	10504	32022
2223	10508	32016
2224	10512	32010
2225	10517	32004
2226	10522	32001
2227	10526	31995
2228	10530	31988
2229	10536	31986
2230	10540	31980
2231	10545	31976
2232	10549	31970
2233	10554	31966
2234	10559	31960
2235	10563	31954
2236	10568	31951
2237	10573	31946
2238	10577	31939
2239	10581	31932
2240	10586	31930
2241	10590	31924
2242	10595	31917
2243	10600	31913
2244	10604	31907
2245	10608	31901
2246	10612	31894
2247	10618	31892
2248	10622	31887
2249	10627	31883
2250	10633	31881
2251	10637	31875
2252	10641	31869
2253	10646	31862
2254	10651	31859
2255	10655	31853
2256	10659	31846
2257	10664	31843
2258	10669	31839
2259	10674	31835
2260	10679	31829
2261	10684	31827
2262	10688	31821
2263	10693	31815
2264	10699	31813
2265	10704	31809
2266	10708	31804
2267	10714	31802
2268	10718	31797
2269	10722	31791
2270	10728	31789
2271	10732	31782
2272	10737	31776
2273	10741	31770
2274	10746	31766
2275	10750	31760
2276	10754	31753
2277	10758	31746
2278	10763	31743
2279	10767	31737
2280	10772	31730
2281	10777	31727
2282	10781	31721
2283	10785	31715
2284	10790	31709
2285	10795	31707
2286	10800	31702
2287	10804	31695
2288	10809	31692
2289	10814	31688
2290	10819	31683
2291	10823	31676
2292	10828	31674
2293	10833	31668
2294	10837	31663
2295	10843	31660
2296	10847	31653
2297	10851	31647
2298	10855	31640
2299	10860	31637
2300	10864	31630
2301	10868	31624
2302	10873	31619
2303	10878	31615
2304	10883	31611
2305	10887	31606
2306	10893	31603
2307	10897	31597
2308	10902	31591
2309	10907	31589
2310	10912	31585
2311	10916	31579
2312	10921	31575
2313	10926	31569
2314	10930	31563
2315	10934	31556
2316	10940	31555
2317	10944	31548
2318	10948	31542
2319	10952	31536
2320	10957	31531
2321	10961	31524
2322	10965	31518
2323	10971	31515
2324	10975	31509
2325	10979	31504
2326	10983	31497
2327	10989	31495
2328	10993	31488
2329	10997	31482
2330	11003	31479
2331	11007	31473
2332	11011	31466
2333	11015	31460
2334	11020	31457
2335	11024	31451
2336	11028	31444
2337	11033	31440
2338	11038	31434
2339	11042	31428
2340	11046	31422
2341	11052	31420
2342	11057	31415
2343	11061	31410
2344	11066	31406
2345	11070	31400
2346	11075	31394
2347	11079	31388
2348	11085	31387
2349	11090	31384
2350	11095	31379
2351	11100	31377
2352	11105	31370
2353	11109	31364
2354	11114	31361
2355	11119	31357
2356	11123	31351
2357	11128	31345
2358	11133	31341
2359	11137	31336
2360	11142	31331
2361	11147	31328
2362	11151	31322
2363	11156	31316
2364	11160	31311
2365	11165	31307
2366	11169	31300
2367	11174	31294
2368	11179	31292
2369	11184	31288
2370	11188	31282
2371	11193	31276
2372	11198	31273
2373	11202	31267
2374	11207	31261
2375	11212	31258
2376	11216	31252
2377	11220	31246
2378	11224	31239
2379	11230	31236
2380	11234	31230
2381	11238	31224
2382	11243	31221
2383	11248	31216
2384	11253	31211
2385	11257	31206
2386	11262	31202
2387	11267	31197
2388	11272	31192
2389	11277	31189
2390	11282	31184
2391	11286	31178
2392	11290	31171
2393	11295	31168
2394	11299	31162
2395	11303	31155
2396	11309	31152
2397	11313	31148
2398	11318	31142
2399	11322	31136
2400	11327	31133
2401	11332	31127
2402	11336	31121
2403	11341	31118
2404	11345	31112
2405	11349	31105
2406	11354	31099
2407	11359	31096
2408	11363	31090
2409	11367	31084
2410	11372	31080
2411	11377	31074
2412	11381	31069
2413	11385	31062
2414	11391	31059
2415	11395	31053
2416	11399	31047
2417	11404	31042
2418	11409	31039
2419	11413	31033
2420	11417	31027
2421	11422	31024
2422	11427	31018
2423	11431	31011
2424	11435	31006
2425	11441	31002
2426	11445	30998
2427	11450	30993
2428	11456	30992
2429	11461	30988
2430	11465	30982
2431	11471	30980
2432	11476	30975
2433	11480	30969
2434	11485	30966
2435	11489	30960
2436	11493	30953
2437	11497	30947
2438	11503	30944
2439	11507	30938
2440	11511	30932
2441	11516	30926
2442	11520	30921
2443	11525	30916
2444	11529	30910
2445	11535	30908
2446	11539	30902
2447	11543	30896
2448	11548	30890
2449	11553	30886
2450	11557	30880
2451	11561	30874
2452	11566	30870
2453	11570	30865
2454	11575	30859
2455	11579	30853
2456	11585	30851
2457	11589	30844
2458	11593	30838
2459	11598	30835
2460	11603	30832
2461	11609	30828
2462	11615	30827
2463	11620	30823
2464	11625	30819
2465	11630	30817
2466	11635	30812
2467	11640	30807
2468	11644	30802
2469	11650	30800
2470	11654	30795
2471	11659	30790
2472	11665	30789
2473	11670	30784
2474	11675	30780
2475	11681	30778
2476	11685	30772
2477	11689	30765
2478	11694	30761
2479	11698	30755
2480	11702	30749
2481	11706	30742
2482	11711	30739
2483	11716	30733
2484	11720	30727
2485	11724	30721
2486	11729	30718
2487	11733	30711
2488	11738	30705
2489	11743	30703
2490	11747	30697
2491	11751	30690
2492	11756	30684
2493	11760	30680
2494	11765	30674
2495	11769	30668
2496	11773	30662
2497	11778	30658
2498	11782	30652
2499	11787	30646
2500	11792	30642
2501	11796	30637
2502	11800	30631
2503	11805	30626
2504	11810	30622
2505	11814	30616
2506	11820	30614
2507	11825	30611
2508	11830	30605
2509	11834	30598
2510	11839	30595
2511	11844	30591
2512	11848	30585
2513	11852	30579
2514	11857	30575
2515	11861	30568
2516	11865	30562
2517	11871	30560
2518	11875	30554
2519	11879	30548
2520	11883	30542
2521	11889	30538
2522	11893	30532
2523	11897	30526
2524	11902	30521
2525	11907	30519
2526	11912	30513
2527	11916	30507
2528	11921	30502
2529	11925	30497
2530	11929	30490
2531	11933	30484
2532	11938	30481
2533	11943	30475
2534	11947	30468
2535	11952	30464
2536	11956	30458
2537	11960	30453
2538	11965	30449
2539	11971	30446
2540	11975	30441
2541	11979	30435
2542	11985	30432
2543	11989	30426
2544	11993	30420
2545	12057	30564
2546	12062	30560
2547	12069	30561
2548	12075	30559
2549	12081	30559
2550	12088	30559
2551	12092	30553
2552	12098	30551
2553	12102	30546
2554	12107	30540
2555	12112	30536
2556	12116	30531
2557	12121	30526
2558	12126	30521
2559	12131	30517
2560	12135	30511
2561	12139	30505
2562	12155	30529
2563	12169	30545
2564	12173	30539
2565	12178	30536
2566	12182	30530
2567	12187	30525
2568	12192	30521
2569	12196	30515
2570	12200	30508
2571	12204	30501
2572	12209	30497
2573	12213	30490
2574	12217	30484
2575	12221	30477
2576	12226	30473
2577	12230	30466
2578	12234	30460
2579	12238	30454
2580	12243	30451
2581	12247	30444
2582	12251	30437
2583	12256	30432
2584	12260	30427
2585	12265	30422
2586	12269	30416
2587	12275	30413
2588	12280	30408
2589	12284	30403
2590	12291	30402
2591	12295	30396
2592	12299	30389
2593	12303	30383
2594	12308	30378
2595	12312	30372
2596	12316	30365
2597	12320	30361
2598	12325	30355
2599	12329	30348
2600	12333	30342
2601	12338	30338
2602	12342	30332
2603	12346	30326
2604	12351	30320
2605	12356	30317
2606	12360	30311
2607	12364	30304
2608	12370	30301
2609	12374	30297
2610	12379	30292
2611	12383	30286
2612	12389	30282
2613	12393	30276
2614	12397	30270
2615	12402	30266
2616	12406	30260
2617	12410	30253
2618	12414	30247
2619	12419	30242
2620	12423	30236
2621	12427	30230
2622	12431	30224
2623	12437	30220
2624	12441	30214
2625	12445	30207
2626	12450	30203
2627	12454	30198
2628	12458	30192
2629	12462	30185
2630	12468	30183
2631	12472	30177
2632	12476	30170
2633	12482	30167
2634	12486	30161
2635	12491	30157
2636	12496	30154
2637	12501	30150
2638	12505	30144
2639	12510	30138
2640	12515	30134
2641	12519	30128
2642	12523	30122
2643	12527	30116
2644	12532	30112
2645	12537	30107
2646	12541	30101
2647	12547	30097
2648	12551	30092
2649	12556	30089
2650	12562	30086
2651	12567	30082
2652	12571	30075
2653	12575	30069
2654	12581	30068
2655	12585	30061
2656	12589	30055
2657	12594	30051
2658	12599	30045
2659	12603	30039
2660	12607	30032
2661	12612	30030
2662	12617	30024
2663	12621	30018
2664	12627	30016
2665	12631	30010
2666	12635	30005
2667	12640	30000
2668	12646	29998
2669	12650	29992
2670	12655	29986
2671	12660	29983
2672	12664	29977
2673	12669	29971
2674	12673	29965
2675	12678	29961
2676	12682	29955
2677	12686	29949
2678	12691	29944
2679	12695	29938
2680	12699	29933
2681	12704	29928
2682	12709	29923
2683	12713	29917
2684	12718	29912
2685	12723	29909
2686	12727	29903
2687	12732	29898
2688	12737	29895
2689	12743	29892
2690	12747	29887
2691	12752	29881
2692	12757	29878
2693	12762	29873
2694	12766	29866
2695	12771	29863
2696	12776	29860
2697	12781	29855
2698	12785	29849
2699	12790	29845
2700	12794	29839
2701	12799	29832
2702	12804	29829
2703	12808	29823
2704	12812	29817
2705	12817	29812
2706	12822	29808
2707	12826	29802
2708	12830	29796
2709	12835	29790
2710	12841	29788
2711	12846	29785
2712	12851	29781
2713	12856	29778
2714	12861	29772
2715	12865	29766
2716	12871	29764
2717	12875	29759
2718	12879	29753
2719	12885	29749
2720	12889	29744
2721	12893	29738
2722	12898	29733
2723	12905	29732
2724	12910	29729
2725	12917	29729
2726	12922	29726
2727	12927	29721
2728	12931	29714
2729	12936	29711
2730	12940	29705
2731	12945	29700
2732	12951	29698
2733	12955	29693
2734	12961	29690
2735	12966	29687
2736	12971	29681
2737	12975	29675
2738	12979	29669
2739	12984	29666
2740	12988	29659
2741	12993	29653
2742	12997	29648
2743	13001	29642
2744	13006	29636
2745	13010	29630
2746	13015	29627
2747	13019	29621
2748	13024	29615
2749	13029	29611
2750	13034	29607
2751	13038	29600
2752	13042	29594
2753	13047	29592
2754	13052	29586
2755	13056	29580
2756	13060	29574
2757	13066	29572
2758	13070	29566
2759	13075	29561
2760	13081	29559
2761	13085	29554
2762	13090	29550
2763	13096	29548
2764	13101	29543
2765	13106	29539
2766	13112	29537
2767	13116	29531
2768	13120	29525
2769	13126	29522
2770	13131	29517
2771	13135	29511
2772	13139	29506
2773	13145	29503
2774	13150	29498
2775	13154	29492
2776	13159	29488
2777	13163	29482
2778	13167	29476
2779	13171	29470
2780	13177	29467
2781	13181	29461
2782	13185	29454
2783	13189	29449
2784	13194	29444
2785	13198	29439
2786	13203	29434
2787	13209	29432
2788	13213	29426
2789	13218	29420
2790	13222	29416
2791	13226	29410
2792	13231	29403
2793	13235	29397
2794	13240	29393
2795	13244	29388
2796	13249	29383
2797	13254	29380
2798	13260	29377
2799	13264	29372
2800	13271	29370
2801	13276	29367
2802	13281	29363
2803	13287	29362
2804	13293	29359
2805	13298	29355
2806	13303	29351
2807	13308	29346
2808	13313	29342
2809	13319	29339
2810	13323	29334
2811	13327	29327
2812	13331	29321
2813	13336	29317
2814	13340	29311
2815	13344	29305
2816	13348	29298
2817	13353	29294
2818	13357	29288
2819	13362	29282
2820	13367	29279
2821	13372	29274
2822	13376	29268
2823	13380	29262
2824	13385	29258
2825	13389	29251
2826	13393	29245
2827	13397	29239
2828	13402	29236
2829	13406	29230
2830	13411	29224
2831	13415	29219
2832	13420	29213
2833	13424	29207
2834	13428	29201
2835	13434	29200
2836	13439	29195
2837	13444	29191
2838	13450	29188
2839	13454	29183
2840	13459	29178
2841	13465	29176
2842	13470	29173
2843	13474	29167
2844	13480	29163
2845	13484	29157
2846	13488	29151
2847	13492	29145
2848	13497	29141
2849	13501	29135
2850	13505	29129
2851	13509	29122
2852	13515	29120
2853	13519	29114
2854	13523	29108
2855	13529	29105
2856	13534	29100
2857	13538	29094
2858	13542	29088
2859	13547	29085
2860	13552	29079
2861	13556	29073
2862	13561	29069
2863	13565	29063
2864	13569	29058
2865	13574	29053
2866	13579	29049
2867	13583	29043
2868	13587	29037
2869	13593	29034
2870	13597	29028
2871	13601	29021
2872	13606	29016
2873	13611	29013
2874	13616	29009
2875	13621	29004
2876	13626	29001
2877	13631	28996
2878	13635	28990
2879	13641	28987
2880	13645	28982
2881	13650	28977
2882	13654	28970
2883	13659	28968
2884	13664	28962
2885	13668	28956
2886	13673	28952
2887	13677	28946
2888	13681	28940
2889	13685	28934
2890	13691	28930
2891	13695	28926
2892	13699	28919
2893	13705	28916
2894	13709	28911
2895	13713	28905
2896	13718	28900
2897	13723	28897
2898	13728	28891
2899	13732	28884
2900	13737	28880
2901	13741	28875
2902	13746	28870
2903	13750	28865
2904	13756	28861
2905	13761	28857
2906	13765	28851
2907	13770	28848
2908	13774	28842
2909	13778	28836
2910	13782	28829
2911	13787	28825
2912	13792	28819
2913	13796	28813
2914	13800	28808
2915	13806	28805
2916	13810	28799
2917	13815	28794
2918	13821	28792
2919	13825	28788
2920	13829	28782
2921	13835	28778
2922	13840	28774
2923	13844	28769
2924	13850	28765
2925	13854	28759
2926	13858	28753
2927	13862	28747
2928	13867	28743
2929	13872	28738
2930	13876	28733
2931	13881	28728
2932	13886	28724
2933	13890	28719
2934	13895	28713
2935	13900	28710
2936	13905	28706
2937	13910	28701
2938	13915	28697
2939	13919	28691
2940	13923	28685
2941	13927	28679
2942	13933	28675
2943	13937	28669
2944	13941	28663
2945	13946	28660
2946	13950	28654
2947	13955	28648
2948	13959	28642
2949	13964	28638
2950	13968	28633
2951	13973	28628
2952	13978	28624
2953	13982	28618
2954	13987	28613
2955	13992	28609
2956	13998	28606
2957	14002	28601
2958	14007	28597
2959	14013	28594
2960	14017	28588
2961	14021	28582
2962	14026	28578
2963	14030	28572
2964	14035	28567
2965	14039	28561
2966	14044	28557
2967	14048	28551
2968	14052	28545
2969	14057	28540
2970	14062	28536
2971	14066	28531
2972	14071	28526
2973	14076	28523
2974	14081	28517
2975	14085	28511
2976	14089	28505
2977	14094	28501
2978	14098	28495
2979	14102	28489
2980	14108	28486
2981	14112	28480
2982	14116	28474
2983	14120	28468
2984	14125	28464
2985	14129	28458
2986	14134	28452
2987	14139	28448
2988	14143	28443
2989	14147	28437
2990	14152	28431
2991	14157	28428
2992	14162	28423
2993	14166	28417
2994	14172	28415
2995	14176	28410
2996	14180	28404
2997	14185	28399
2998	14191	28396
2999	14195	28390
3000	14199	28384
3001	14205	28381
3002	14210	28377
3003	14214	28373
3004	14220	28369
3005	14224	28364
3006	14229	28358
3007	14233	28352
3008	14238	28349
3009	14242	28343
3010	14246	28337
3011	14252	28334
3012	14256	28328
3013	14261	28323
3014	14265	28317
3015	14270	28313
3016	14274	28307
3017	14278	28302
3018	14283	28298
3019	14288	28292
3020	14292	28286
3021	14296	28280
3022	14301	28277
3023	14306	28271
3024	14310	28266
3025	14314	28260
3026	14320	28257
3027	14324	28252
3028	14329	28246
3029	14335	28244
3030	14340	28240
3031	14344	28234
3032	14350	28232
3033	14355	28228
3034	14360	28223
3035	14425	28338
3036	14443	28358
3037	14449	28356
3038	14454	28352
3039	14458	28346
3040	14464	28342
3041	14468	28338
3042	14473	28333
3043	14479	28330
3044	14483	28325
3045	14488	28319
3046	14492	28314
3047	14498	28311
3048	14502	28305
3049	14506	28299
3050	14512	28296
3051	14519	28297
3052	14531	28305
3053	14535	28300
3054	14540	28294
3055	14545	28290
3056	14549	28284
3057	14553	28278
3058	14558	28274
3059	14563	28270
3060	14568	28265
3061	14572	28259
3062	14577	28256
3063	14582	28250
3064	14585	28243
3065	14591	28239
3066	14595	28233
3067	14599	28227
3068	14603	28221
3069	14608	28217
3070	14612	28210
3071	14616	28204
3072	14620	28198
3073	14624	28193
3074	14629	28187
3075	14633	28181
3076	14638	28178
3077	14643	28173
3078	14647	28168
3079	14651	28162
3080	14657	28158
3081	14661	28152
3082	14665	28146
3083	14670	28142
3084	14674	28136
3085	14678	28130
3086	14682	28124
3087	14687	28119
3088	14691	28113
3089	14696	28107
3090	14702	28106
3091	14706	28100
3092	14710	28094
3093	14715	28089
3094	14720	28085
3095	14724	28080
3096	14729	28074
3097	14734	28071
3098	14739	28065
3099	14743	28059
3100	14747	28053
3101	14752	28049
3102	14756	28043
3103	14760	28037
3104	14765	28033
3105	14770	28027
3106	14774	28022
3107	14778	28017
3108	14784	28013
3109	14788	28007
3110	14792	28001
3111	14797	27997
3112	14802	27992
3113	14806	27986
3114	14810	27980
3115	14815	27976
3116	14819	27970
3117	14823	27964
3118	14829	27960
3119	14833	27954
3120	14837	27949
3121	14841	27943
3122	14847	27940
3123	14851	27934
3124	14855	27928
3125	14859	27922
3126	14864	27918
3127	14869	27914
3128	14874	27909
3129	14879	27904
3130	14883	27898
3131	14887	27893
3132	14891	27886
3133	14896	27881
3134	14900	27875
3135	14904	27870
3136	14910	27866
3137	14914	27861
3138	14918	27855
3139	14922	27849
3140	14927	27845
3141	14932	27840
3142	14936	27834
3143	14941	27830
3144	14945	27824
3145	14949	27818
3146	14953	27811
3147	14958	27807
3148	14962	27801
3149	14966	27795
3150	14970	27789
3151	14976	27785
3152	14980	27779
3153	14984	27774
3154	14989	27770
3155	14993	27764
3156	14997	27758
3157	15001	27752
3158	15006	27747
3159	15010	27741
3160	15014	27735
3161	15019	27730
3162	15024	27725
3163	15028	27719
3164	15032	27714
3165	15038	27710
3166	15042	27705
3167	15047	27700
3168	15051	27695
3169	15057	27693
3170	15062	27688
3171	15067	27683
3172	15072	27679
3173	15077	27675
3174	15081	27669
3175	15087	27666
3176	15093	27664
3177	15098	27660
3178	15104	27657
3179	15108	27652
3180	15113	27646
3181	15119	27643
3182	15123	27638
3183	15127	27632
3184	15131	27626
3185	15136	27622
3186	15140	27616
3187	15144	27610
3188	15149	27606
3189	15153	27600
3190	15157	27593
3191	15161	27587
3192	15166	27583
3193	15170	27577
3194	15175	27571
3195	15179	27565
3196	15184	27561
3197	15188	27555
3198	15192	27549
3199	15196	27543
3200	15201	27539
3201	15205	27533
3202	15209	27527
3203	15215	27524
3204	15220	27520
3205	15225	27516
3206	15230	27512
3207	15235	27507
3208	15239	27501
3209	15243	27495
3210	15249	27492
3211	15253	27486
3212	15257	27480
3213	15262	27476
3214	15267	27471
3215	15271	27465
3216	15275	27460
3217	15281	27457
3218	15285	27451
3219	15289	27445
3220	15295	27442
3221	15299	27436
3222	15304	27432
3223	15310	27429
3224	15315	27425
3225	15319	27419
3226	15323	27413
3227	15328	27409
3228	15333	27404
3229	15337	27398
3230	15342	27394
3231	15347	27390
3232	15352	27385
3233	15357	27380
3234	15362	27377
3235	15366	27371
