iter	RMSE
460	0.7333540776
461	0.7333351237
462	0.7333253136
463	0.7333153925
464	0.7332905335
465	0.7332815663
466	0.7332731095
467	0.7332648968
468	0.7332559293
469	0.7332461404
470	0.7332364845
471	0.7332249861
472	0.7332062064
473	0.7331832085
474	0.7331724862
475	0.733154904
476	0.733145913
477	0.7331370772
478	0.7331281081
479	0.7331185395
480	0.7331102584
481	0.7331017997
482	0.7330926082
483	0.7330817069
484	0.7330730924
485	0.7330638117
486	0.7330553746
487	0.733045028
488	0.7330362798
489	0.7330284419
490	0.7330191162
491	0.7329945358
492	0.7329858759
493	0.7329737518
494	0.7329655357
495	0.7329449063
496	0.7329360903
497	0.7329278294
498	0.732919524
499	0.7329103524
500	0.7328889441
501	0.7328793058
502	0.7328709332
503	0.7328607616
504	0.7328375307
505	0.7328290243
506	0.7328206734
507	0.7328123667
508	0.7328039267
509	0.7327953756
510	0.732786891
511	0.7327787617
512	0.7327711875
513	0.7327557503
514	0.7327353815
515	0.7327275404
516	0.7327110138
517	0.7327031724
518	0.7326957752
519	0.7326879114
520	0.7326799809
521	0.7326707841
522	0.7326626313
523	0.7326543228
524	0.7326466363
525	0.7326388387
526	0.7326312187
527	0.732622199
528	0.7326137346
529	0.7326066253
530	0.7325983385
531	0.7325764767
532	0.732567723
533	0.7325596357
534	0.7325501041
535	0.7325429497
536	0.7325332846
537	0.7325263523
538	0.7325181312
539	0.7325103322
540	0.7325025553
541	0.7324949783
542	0.7324876012
543	0.7324784686
544	0.7324699137
545	0.732451648
546	0.7324309597
547	0.7324230264
548	0.7324141375
549	0.7323945148
550	0.7323761583
551	0.7323567346
552	0.7323475782
553	0.7323394217
554	0.7323222196
555	0.7323122182
556	0.7323047504
557	0.7322970157
558	0.7322902146
559	0.7322831466
560	0.7322731891
561	0.7322660987
562	0.7322588305
563	0.7322515177
564	0.7322427823
565	0.7322357138
566	0.7322288676
567	0.7322218213
568	0.7322145971
569	0.7322072172
570	0.7321994593
571	0.7321927906
572	0.7321857217
573	0.732179075
574	0.7321721171
575	0.7321646923
576	0.7321576899
577	0.7321499315
578	0.7321310575
579	0.7321238546
580	0.732116585
581	0.7321088484
582	0.7321022678
583	0.7320940864
584	0.7320876168
585	0.7320803912
586	0.732073966
587	0.7320665402
588	0.73205927
589	0.7320529112
590	0.7320466414
591	0.7320397045
592	0.7320329676
593	0.7320261195
594	0.7320194492
595	0.7320124453
596	0.7320057971
597	0.7319977258
598	0.7319907884
599	0.73198414
600	0.7319775583
601	0.7319712211
602	0.7319643057
603	0.7319571456
604	0.731950408
605	0.7319441595
606	0.7319364433
607	0.7319299056
608	0.7319117821
609	0.7319047105
610	0.7318980613
611	0.7318915455
612	0.7318855634
613	0.731878536
614	0.7318725537
615	0.7318662823
616	0.7318596106
617	0.7318532501
618	0.7318462669
619	0.7318293645
620	0.731823026
621	0.7318168654
622	0.7318110161
623	0.7318044995
624	0.7317970932
625	0.7317905988
626	0.7317832813
627	0.7317762529
628	0.731769269
629	0.7317513194
630	0.7317450248
631	0.7317384631
632	0.7317276529
633	0.7317212913
634	0.7317152633
635	0.7317091463
636	0.7317034073
637	0.7316973347
638	0.7316909283
639	0.7316847888
640	0.731678627
641	0.7316730881
642	0.7316673489
643	0.7316610757
644	0.7316553586
645	0.7316493746
646	0.7316430345
647	0.731636027
648	0.7316300873
649	0.731624014
650	0.7316063724
651	0.7316007439
652	0.7315943367
653	0.7315880184
654	0.731571288
655	0.7315653478
656	0.7315595187
657	0.7315452573
658	0.7315393391
659	0.7315326866
660	0.7315267683
661	0.7315100811
662	0.7315042738
663	0.731498689
664	0.7314922142
665	0.7314845822
666	0.731478797
667	0.7314617526
668	0.7314553887
669	0.7314475339
670	0.7314421712
671	0.7314360296
672	0.7314306223
673	0.7314251482
674	0.7314198076
675	0.7314141331
676	0.7314085031
677	0.7314031179
678	0.7313980441
679	0.7313922582
680	0.7313857602
681	0.7313804638
682	0.7313751896
683	0.7313695593
684	0.7313641293
685	0.7313586102
686	0.7313533358
687	0.7313480169
688	0.731332928
689	0.7313272306
690	0.7313218893
691	0.7313163921
692	0.7313114736
693	0.7313062879
694	0.7313010577
695	0.7312946701
696	0.7312893508
697	0.7312734149
698	0.7312679396
699	0.7312605279
700	0.7312542512
701	0.7312480858
702	0.7312432336
703	0.7312357994
704	0.7312298564
705	0.7312232901
706	0.7312171244
707	0.7312028786
708	0.7311877199
709	0.7311813536
710	0.7311763674
711	0.7311710249
712	0.7311624547
713	0.7311565556
714	0.7311519477
715	0.7311460263
716	0.7311407726
717	0.7311359197
718	0.7311306215
719	0.7311205592
720	0.7311149047
721	0.7311094283
722	0.7311037737
723	0.7310986311
724	0.731094045
725	0.7310886574
726	0.7310834479
727	0.7310785501
728	0.7310736744
729	0.7310685761
730	0.7310634333
731	0.7310585798
732	0.7310517003
733	0.7310466019
734	0.731041214
735	0.7310277217
736	0.7310139398
737	0.7310068595
738	0.7310011596
739	0.7309962612
740	0.7309916299
741	0.7309859299
742	0.7309802966
743	0.7309746633
744	0.7309688295
745	0.7309637305
746	0.7309589209
747	0.7309542226
748	0.7309483664
749	0.7309418199
750	0.7309338927
751	0.7309259432
752	0.7309212224
753	0.7309086187
754	0.7308954358
755	0.7308905144
756	0.7308858157
757	0.7308803375
758	0.7308718306
759	0.7308669982
760	0.730862277
761	0.7308575781
762	0.7308525451
763	0.730848002
764	0.7308427908
765	0.7308380695
766	0.7308332146
767	0.7308284932
768	0.7308233264
769	0.7308152866
770	0.7308077812
771	0.7308030819
772	0.7307980485
773	0.7307924361
774	0.730788004
775	0.7307829037
776	0.7307787834
777	0.730774173
778	0.7307696963
779	0.7307648631
780	0.7307602972
781	0.7307554863
782	0.7307422115
783	0.7307371777
784	0.7307325226
785	0.7307281124
786	0.7307232567
787	0.7307182228
788	0.7307138348
789	0.7307092908
790	0.7307048137
791	0.7307004702
792	0.730695347
793	0.7306909143
794	0.7306846328
795	0.7306801777
796	0.7306757227
797	0.7306711117
798	0.7306667011
799	0.7306616
800	0.7306572339
801	0.7306507739
802	0.7306455835
803	0.7306414179
804	0.7306361384
805	0.7306287202
806	0.7306236857
807	0.7306191189
808	0.7306146412
809	0.730609963
810	0.73059448
811	0.7305817148
812	0.7305766576
813	0.7305718454
814	0.7305676794
815	0.7305632236
816	0.730559102
817	0.7305533763
818	0.7305396077
819	0.7305275767
820	0.7305230539
821	0.7305108444
822	0.730506522
823	0.730501598
824	0.7304970304
825	0.7304832831
826	0.7304721869
827	0.730467842
828	0.7304562109
829	0.7304513311
830	0.730446741
831	0.7304418166
832	0.7304378726
833	0.7304325916
834	0.7304203137
835	0.7304034897
836	0.7303982085
837	0.7303904091
838	0.7303806487
839	0.7303767489
840	0.7303723366
841	0.7303682139
842	0.7303631552
843	0.7303589657
844	0.7303536395
845	0.7303496282
846	0.7303446363
847	0.7303405358
848	0.7303365244
849	0.7303321563
850	0.7303243563
851	0.7303194088
852	0.7303123886
853	0.7303082879
854	0.7303042317
855	0.7302998858
856	0.7302959633
857	0.7302917065
858	0.7302874496
859	0.7302829699
860	0.7302700877
861	0.7302610612
862	0.730256559
863	0.7302519453
864	0.7302481563
865	0.7302429854
866	0.7302393078
867	0.7302319079
868	0.7302280519
869	0.7302190025
870	0.7302149013
871	0.7302111344
872	0.7302071446
873	0.7302031993
874	0.7301992094
875	0.730184275
876	0.7301774096
877	0.7301735087
878	0.7301613602
879	0.73015124
880	0.7301451768
881	0.7301411866
882	0.7301338526
883	0.7301270758
884	0.7301227512
885	0.7301186494
886	0.7301147928
887	0.7301108247
888	0.7301068567
889	0.730102621
890	0.7300983185
891	0.7300945287
892	0.7300906051
893	0.7300868598
894	0.7300829362
895	0.7300790794
896	0.7300647223
897	0.7300606202
898	0.7300550689
899	0.7300420489
900	0.7300376792
901	0.7300303442
902	0.7300145814
903	0.7300080711
904	0.7300044592
905	0.7300007804
906	0.7299961651
907	0.7299914606
908	0.7299874919
909	0.7299828542
910	0.7299789523
911	0.7299751173
912	0.729970814
913	0.7299673803
914	0.7299635006
915	0.7299596878
916	0.7299557858
917	0.7299517723
918	0.729948227
919	0.729944258
920	0.7299403113
921	0.7299289394
922	0.7299195741
923	0.7299154043
924	0.7299047901
925	0.7299012
926	0.729897476
927	0.7298935291
928	0.7298895152
929	0.7298774289
930	0.7298628447
931	0.7298581171
932	0.7298497098
933	0.7298461863
934	0.7298389609
935	0.7298353036
936	0.7298312671
937	0.7298275205
938	0.7298226811
939	0.7298182208
940	0.7298149648
941	0.729811062
942	0.7298075829
943	0.7298033679
944	0.7297973909
945	0.7297937556
946	0.7297895851
947	0.7297859498
948	0.7297828275
